maker_name,model_name,year,version_name,version_url,Launch.Announced,Launch.Status,Launch.Base price,Performance.Power,Performance.Torque,Performance.Acceleration,Performance.Max speed,Performance.,Battery.Capacity,Battery.Tech,Battery.Range,Battery.Consumption,Battery.Recuperation,Battery.Heat pump,Battery.AC Charging,Battery.DC Charging,Battery.,Body.Type,Body.Platform,Body.Dimensions,Body.Wheelbase,Body.Clearance,Body.Weight,Body.Suspension,Body.Wheels,Body.Trunk,Body.Frunk,Body.Towing,Body.,Displays.Center,Displays.Driver's,Displays.Head-up,Comfort.Seats,Comfort.Roof,Comfort.Parking aids,Comfort.Connectivity,Safety.Airbags,Safety.Driving aids,Safety.Self driving,Safety.Crash tests,Body.Drag coef.,Comfort.,Displays.,Safety.
Kia,EV4 hatchback,2025 -,LR FWD,https://m.arenaev.com/kia_ev4_hatchback_lr_fwd_2025-specs-816.php,"2025, February 27",Coming soon. Expected release 2026,,FWD 150 kW (204 hp),,7.7 sec 0-100 km/h,170 km/h (106 mph),,81.4 kWh total,Li-Ion NCM (400V type),590 km WLTP,,Yes,Yes (market/region dependent),"Type 2 11 kW, 10-100% in 7 h 15 min","CCS, 10-80% in 31 min","Vehicle to load (V2L) 3.5 KW max
Vehicle to grid (V2G) 10 KW max","5 door hatchback, 5 seats",E-GMP,4430 x 1860 x 1485 mm (174.4 x 73.2 x 58.5 in),2820 mm (111.0 in),,,"Front MacPherson struts, rear multi-link, frequency-responsive valves in the dampers, hydro G suspension bushing",R17,EU: 435 l,Yes,No,,"12.3"" touchscreen","12.3""",Yes,Heated front seats,"Glass sunroof, tilt & slide","Front and rear sensors, reversing camera, Remote Smart Parking Assist",Wireless Android Auto and Apple CarPlay,"Front, side, rear, head airbag system","Front radar, several cameras. Forward Collision-Avoidance Assist 2, Lane Keeping Assist, Blind-Spot Collision-Avoidance Assist, Safety Exit Warning, Safety Exit Assist, Driver Attention Warning, High Beam Assist, Lane Following Assist 2, Rear Cross-Traffic Collision-Avoidance Assist, Blind-spot View Monitor, Rear View Monitor, Surround View Monitor, Parking Collision-Avoidance Assist",,,0.23 Cd,,"5.3"" climate control screen",
Kia,EV4 hatchback,2025 -,SR FWD,https://m.arenaev.com/kia_ev4_hatchback_sr_fwd_2025-specs-815.php,"2025, February 27",Coming soon. Expected release 2026,,FWD 150 kW (204 hp),,7.4 sec 0-100 km/h,170 km/h (106 mph),,58.3 kWh total,Li-Ion NCM (400V type),410 km WLTP,,Yes,Yes (market/region dependent),"Type 2 11 kW, 10-100% in 5 h 20 min","CCS, 10-80% in 29 min","Vehicle to load (V2L) 3.5 KW max
Vehicle to grid (V2G) 10 KW max","5 door hatchback, 5 seats",E-GMP,4430 x 1860 x 1485 mm (174.4 x 73.2 x 58.5 in),2820 mm (111.0 in),,,"Front MacPherson struts, rear multi-link, frequency-responsive valves in the dampers, hydro G suspension bushing",R17,EU: 435 l,Yes,No,,"12.3"" touchscreen","12.3""",Yes,Heated front seats,"Glass sunroof, tilt & slide","Front and rear sensors, reversing camera, Remote Smart Parking Assist",Wireless Android Auto and Apple CarPlay,"Front, side, rear, head airbag system","Front radar, several cameras. Forward Collision-Avoidance Assist 2, Lane Keeping Assist, Blind-Spot Collision-Avoidance Assist, Safety Exit Warning, Safety Exit Assist, Driver Attention Warning, High Beam Assist, Lane Following Assist 2, Rear Cross-Traffic Collision-Avoidance Assist, Blind-spot View Monitor, Rear View Monitor, Surround View Monitor, Parking Collision-Avoidance Assist",,,0.23 Cd,,"5.3"" climate control screen",
Kia,EV4 sedan,2025 -,LR FWD,https://m.arenaev.com/kia_ev4_sedan_lr_fwd_2025-specs-818.php,"2025, February 27",Coming soon. Expected release 2026,,FWD 150 kW (204 hp),,7.7 sec 0-100 km/h,170 km/h (106 mph),,81.4 kWh total,Li-Ion NCM (400V type),630 km WLTP,,Yes,Yes (market/region dependent),"Type 2 11 kW, 10-100% in 7 h 15 min","CCS, 10-80% in 31 min","Vehicle to load (V2L) 3.5 KW max
Vehicle to grid (V2G) 10 KW max","5 door sedan, 5 seats",E-GMP,4730 x 1860 x 1480 mm (186.2 x 73.2 x 58.3 in),2820 mm (111.0 in),,,"Front MacPherson struts, rear multi-link, frequency-responsive valves in the dampers, hydro G suspension bushing",R17,EU: 490 l,Yes,No,,"12.3"" touchscreen","12.3""",Yes,Heated front seats,"Glass sunroof, tilt & slide","Front and rear sensors, reversing camera, Remote Smart Parking Assist",Wireless Android Auto and Apple CarPlay,"Front, side, rear, head airbag system","Front radar, several cameras. Forward Collision-Avoidance Assist 2, Lane Keeping Assist, Blind-Spot Collision-Avoidance Assist, Safety Exit Warning, Safety Exit Assist, Driver Attention Warning, High Beam Assist, Lane Following Assist 2, Rear Cross-Traffic Collision-Avoidance Assist, Blind-spot View Monitor, Rear View Monitor, Surround View Monitor, Parking Collision-Avoidance Assist",,,0.23 Cd,,"5.3"" climate control screen",
Kia,EV4 sedan,2025 -,SR FWD,https://m.arenaev.com/kia_ev4_sedan_sr_fwd_2025-specs-817.php,"2025, February 27",Coming soon. Expected release 2026,,FWD 150 kW (204 hp),,7.4 sec 0-100 km/h,170 km/h (106 mph),,58.3 kWh total,Li-Ion NCM (400V type),430 km WLTP,,Yes,Yes (market/region dependent),"Type 2 11 kW, 10-100% in 5 h 20 min","CCS, 10-80% in 29 min","Vehicle to load (V2L) 3.5 KW max
Vehicle to grid (V2G) 10 KW max","5 door sedan, 5 seats",E-GMP,4730 x 1860 x 1480 mm (186.2 x 73.2 x 58.3 in),2820 mm (111.0 in),,,"Front MacPherson struts, rear multi-link, frequency-responsive valves in the dampers, hydro G suspension bushing",R17,EU: 490 l,Yes,No,,"12.3"" touchscreen","12.3""",Yes,Heated front seats,"Glass sunroof, tilt & slide","Front and rear sensors, reversing camera, Remote Smart Parking Assist",Wireless Android Auto and Apple CarPlay,"Front, side, rear, head airbag system","Front radar, several cameras. Forward Collision-Avoidance Assist 2, Lane Keeping Assist, Blind-Spot Collision-Avoidance Assist, Safety Exit Warning, Safety Exit Assist, Driver Attention Warning, High Beam Assist, Lane Following Assist 2, Rear Cross-Traffic Collision-Avoidance Assist, Blind-spot View Monitor, Rear View Monitor, Surround View Monitor, Parking Collision-Avoidance Assist",,,0.23 Cd,,"5.3"" climate control screen",
Kia,EV6,2024 -,SR RWD,https://m.arenaev.com/kia_ev6_sr_rwd_2024-specs-772.php,"2024, May 14","Available to order. Released 2024, September","€ 45,000   $ 42,900",RWD 125 kW (167 hp),350 Nm (258 lb-ft),8.7 sec 0-100 km/h (8.3 sec 0-60 mph),185 km/h (115 mph),,63 kWh total,Liquid-cooled Lithium-ion Polymer 523V (800V type),428 km WLTP (381 km EPA),16.4 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes (market/region dependent),Type 2 11 kW,"CCS 195 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 1855 kg unladen, 2405 kg gross (US: 1874 kg curb, 2320 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",52 l,"EU: 750 kg unbraked, 750 kg braked",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,LR RWD,https://m.arenaev.com/kia_ev6_lr_rwd_2024-specs-683.php,"2024, May 14","Available to order. Released 2024, September","€ 50,000   $ 46,200   £ 45,600",RWD 168 kW (225 hp),350 Nm (258 lb-ft),7.3 sec 0-100 km/h (7.3 sec 0-60 mph),185 km/h (115 mph),,84 kWh total,Liquid-cooled Lithium-ion Polymer 697V (800V type),558 km WLTP (513 km EPA),16.9 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes,Type 2 11 kW,"CCS 258 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 1950 kg unladen, 2495 kg gross (US: 1995 kg curb, 2475 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",52 l,"EU: 750 kg unbraked, 1800 kg braked (US: 1225 kg braked)",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,LR AWD,https://m.arenaev.com/kia_ev6_lr_awd_2024-specs-684.php,"2024, May 14","Available to order. Released 2024, September","€ 54,000   $ 50,300   £ 52,100",AWD 239 kW (320 hp),605 Nm (446 lb-ft),5.2 sec 0-100 km/h (5 sec 0-60 mph),185 km/h (117 mph),,84 kWh total,Liquid-cooled Lithium-ion Polymer 697V (800V type),521 km WLTP (475 km EPA),17.7 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes,Type 2 11 kW,"CCS 258 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 2060 kg unladen, 2600 kg gross (US: 2100 kg curb, 2580 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",20 l,"EU: 750 kg unbraked, 1800 kg braked (US: 1225 kg braked)",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV3,2024 -,LR FWD,https://m.arenaev.com/kia_ev3_lr_fwd_2024-specs-687.php,"2024, May 23","Available to order. Released 2024, August","€ 41,400   £ 36,000",FWD 150 kW (204 hp),283 Nm (209 lb-ft),7.7 sec 0-100 km/h,170 km/h (106 mph),,81.4 kWh total,Li-Ion NCM 343V (400V type),563 km WLTP,16.2 kWh/100 km WLTP,Yes,Yes (market/region dependent),Type 2 11 kW,"CCS 135 kW, 10-80% in 33 min","Vehicle to load (V2L)
220V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4300 x 1850 x 1560 mm (169.3 x 72.8 x 61.4 in),2680 mm (105.5 in),,"EU: 1885 kg unladen, 2355 kg gross","Front MacPherson struts, rear multi-link","R17,R19","EU: 460 l, 1251 l max",25 l,"EU: 750 kg unbraked, 1000 kg braked",,"12.3"" touchscreen","12.3""",Yes,Heated front seats,"Glass sunroof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, Remote Smart Parking Assist 2",Wireless Android Auto and Apple CarPlay,"Front, side, rear, head airbag system","Front radar, several cameras. Forward Collision-Avoidance Assist 2.0 - City, Pedestrian, Cyclist, Junction Turning & Junction Crossing. Lane Follow Assist 2.0, Lane Keep Assist, Blind-Spot Collision-Avoidance Assist, Rear-Cross Traffic Collision Avoidance Assist, Safe Exit Warning, Driver Attention Warning, Multi-Collision Braking System, Blind-Spot View Monitor",,,0.263 Cd,,"5.3"" climate control screen",
Kia,EV3,2024 -,SR FWD,https://m.arenaev.com/kia_ev3_sr_fwd_2024-specs-686.php,"2024, May 23","Available to order. Released 2024, August","€ 36,000   £ 33,000",FWD 150 kW (204 hp),283 Nm (209 lb-ft),7.5 sec 0-100 km/h,170 km/h (106 mph),,58.3 kWh total,Li-Ion NCM 369V (400V type),414 km WLTP,15.8 kWh/100 km WLTP,Yes,Yes (market/region dependent),Type 2 11 kW,"CCS 100 kW, 10-80% in 31 min","Vehicle to load (V2L)
220V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4300 x 1850 x 1560 mm (169.3 x 72.8 x 61.4 in),2680 mm (105.5 in),,"EU: 1800 kg unladen, 2270 kg gross","Front MacPherson struts, rear multi-link","R17,R19","EU: 460 l, 1251 l max",25 l,"EU: 300 kg unbraked, 300 kg braked",,"12.3"" touchscreen","12.3""",Yes,Heated front seats,"Glass sunroof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, Remote Smart Parking Assist 2",Wireless Android Auto and Apple CarPlay,"Front, side, rear, head airbag system","Front radar, several cameras. Forward Collision-Avoidance Assist 2.0 - City, Pedestrian, Cyclist, Junction Turning & Junction Crossing. Lane Follow Assist 2.0, Lane Keep Assist, Blind-Spot Collision-Avoidance Assist, Rear-Cross Traffic Collision Avoidance Assist, Safe Exit Warning, Driver Attention Warning, Multi-Collision Braking System, Blind-Spot View Monitor",,,0.263 Cd,,"5.3"" climate control screen",
Kia,EV6,2024 -,LR RWD,https://m.arenaev.com/kia_ev6_lr_rwd_2024-specs-683.php,"2024, May 14","Available to order. Released 2024, September","€ 50,000   $ 46,200   £ 45,600",RWD 168 kW (225 hp),350 Nm (258 lb-ft),7.3 sec 0-100 km/h (7.3 sec 0-60 mph),185 km/h (115 mph),,84 kWh total,Liquid-cooled Lithium-ion Polymer 697V (800V type),558 km WLTP (513 km EPA),16.9 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes,Type 2 11 kW,"CCS 258 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 1950 kg unladen, 2495 kg gross (US: 1995 kg curb, 2475 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",52 l,"EU: 750 kg unbraked, 1800 kg braked (US: 1225 kg braked)",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,LR AWD,https://m.arenaev.com/kia_ev6_lr_awd_2024-specs-684.php,"2024, May 14","Available to order. Released 2024, September","€ 54,000   $ 50,300   £ 52,100",AWD 239 kW (320 hp),605 Nm (446 lb-ft),5.2 sec 0-100 km/h (5 sec 0-60 mph),185 km/h (117 mph),,84 kWh total,Liquid-cooled Lithium-ion Polymer 697V (800V type),521 km WLTP (475 km EPA),17.7 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes,Type 2 11 kW,"CCS 258 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 2060 kg unladen, 2600 kg gross (US: 2100 kg curb, 2580 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",20 l,"EU: 750 kg unbraked, 1800 kg braked (US: 1225 kg braked)",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,GT,https://m.arenaev.com/kia_ev6_gt_2025-specs-773.php,"2024, November 22","Available to order. Released 2025, January","€ 70,000   $ 63,800   £ 65,500",AWD 478 kW (641 hp),770 Nm (568 lb-ft),3.5 sec 0-100 km/h (3.4 sec 0-60 mph),260 km/h (161 mph),,84 kWh total,Liquid-cooled Lithium-ion NCM 697V (800V type),450 km WLTP (372 km EPA),20.9 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes,"Type 2 11 kW, 0-100% in 8 h 45 min","CCS 258 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 2220 kg unladen, 2660 kg gross (US: 2215 kg curb, 2650 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 480 l, 1260 l max (US: 691 l, 1359 l max)",20 l,"EU: 750 kg unbraked, 1800 kg braked (US: 1225 kg braked)",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,SR RWD,https://m.arenaev.com/kia_ev6_sr_rwd_2024-specs-772.php,"2024, May 14","Available to order. Released 2024, September","€ 45,000   $ 42,900",RWD 125 kW (167 hp),350 Nm (258 lb-ft),8.7 sec 0-100 km/h (8.3 sec 0-60 mph),185 km/h (115 mph),,63 kWh total,Liquid-cooled Lithium-ion Polymer 523V (800V type),428 km WLTP (381 km EPA),16.4 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes (market/region dependent),Type 2 11 kW,"CCS 195 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 1855 kg unladen, 2405 kg gross (US: 1874 kg curb, 2320 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",52 l,"EU: 750 kg unbraked, 750 kg braked",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,LR AWD,https://m.arenaev.com/kia_ev6_lr_awd_2024-specs-684.php,"2024, May 14","Available to order. Released 2024, September","€ 54,000   $ 50,300   £ 52,100",AWD 239 kW (320 hp),605 Nm (446 lb-ft),5.2 sec 0-100 km/h (5 sec 0-60 mph),185 km/h (117 mph),,84 kWh total,Liquid-cooled Lithium-ion Polymer 697V (800V type),521 km WLTP (475 km EPA),17.7 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes,Type 2 11 kW,"CCS 258 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 2060 kg unladen, 2600 kg gross (US: 2100 kg curb, 2580 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",20 l,"EU: 750 kg unbraked, 1800 kg braked (US: 1225 kg braked)",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,GT,https://m.arenaev.com/kia_ev6_gt_2025-specs-773.php,"2024, November 22","Available to order. Released 2025, January","€ 70,000   $ 63,800   £ 65,500",AWD 478 kW (641 hp),770 Nm (568 lb-ft),3.5 sec 0-100 km/h (3.4 sec 0-60 mph),260 km/h (161 mph),,84 kWh total,Liquid-cooled Lithium-ion NCM 697V (800V type),450 km WLTP (372 km EPA),20.9 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes,"Type 2 11 kW, 0-100% in 8 h 45 min","CCS 258 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 2220 kg unladen, 2660 kg gross (US: 2215 kg curb, 2650 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 480 l, 1260 l max (US: 691 l, 1359 l max)",20 l,"EU: 750 kg unbraked, 1800 kg braked (US: 1225 kg braked)",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,SR RWD,https://m.arenaev.com/kia_ev6_sr_rwd_2024-specs-772.php,"2024, May 14","Available to order. Released 2024, September","€ 45,000   $ 42,900",RWD 125 kW (167 hp),350 Nm (258 lb-ft),8.7 sec 0-100 km/h (8.3 sec 0-60 mph),185 km/h (115 mph),,63 kWh total,Liquid-cooled Lithium-ion Polymer 523V (800V type),428 km WLTP (381 km EPA),16.4 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes (market/region dependent),Type 2 11 kW,"CCS 195 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 1855 kg unladen, 2405 kg gross (US: 1874 kg curb, 2320 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",52 l,"EU: 750 kg unbraked, 750 kg braked",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
Kia,EV6,2024 -,LR RWD,https://m.arenaev.com/kia_ev6_lr_rwd_2024-specs-683.php,"2024, May 14","Available to order. Released 2024, September","€ 50,000   $ 46,200   £ 45,600",RWD 168 kW (225 hp),350 Nm (258 lb-ft),7.3 sec 0-100 km/h (7.3 sec 0-60 mph),185 km/h (115 mph),,84 kWh total,Liquid-cooled Lithium-ion Polymer 697V (800V type),558 km WLTP (513 km EPA),16.9 kWh/100 km WLTP,"Yes, with steering wheel paddles",Yes,Type 2 11 kW,"CCS 258 kW max, 10-80% in 18 min","Vehicle to load (V2L), Vehicle to vehicle (V2V)
250V electrical outlet (3.5 KW max)","5 door crossover, 5 seats",E-GMP,4695 x 1880 x 1550 mm (184.8 x 74.0 x 61.0 in),2900 mm (114.2 in),155 mm (6.1 in),"EU: 1950 kg unladen, 2495 kg gross (US: 1995 kg curb, 2475 kg GVWR)","Front MacPherson struts, rear multi-link","R19, R20, R21","EU: 490 l, 1290 l max (US: 691 l, 1322 l max)",52 l,"EU: 750 kg unbraked, 1800 kg braked (US: 1225 kg braked)",,"12.3"" touchscreen","12.3""","Yes, with augmented reality","Heated and cooled front seats, heated outer rear seats","Panoramic glass roof, tilt & slide","Front and rear sensors, 360 camera, reversing camera, remote park assist",Wired Android Auto and Apple CarPlay,"10 airbags: front, center, side, rear, head airbag system","Front radar, several cameras. Forward/Rear collision avoidance assist, Autonomous emergency braking with pedestrian recognition, Blind spot detection, Rear cross traffic alert, Safe exit assist, Front/side/rear parking collision avoidance assist, Remote Smart Parking Assist 2.0, Lane Following Assist 2.0",,,,,,
